JD,Year,Month,Day,f10_7,f30
2445279,1982,11,3,149.9,107.0
2445280,1982,11,4,145.9,104.0
2445281,1982,11,5,138.9,104.0
2445282,1982,11,6,144.8,107.0
2445283,1982,11,7,145.0,105.0
2445284,1982,11,8,147.7,108.0
2445285,1982,11,9,150.5,109.0
2445286,1982,11,10,156.1,107.0
2445287,1982,11,11,157.4,105.0
2445288,1982,11,12,168.5,105.0
2445289,1982,11,13,164.8,105.0
2445290,1982,11,14,163.1,101.0
2445291,1982,11,15,160.6,96.0
2445292,1982,11,16,167.1,99.0
2445293,1982,11,17,161.8,97.0
2445294,1982,11,18,174.3,102.0
2445295,1982,11,19,186.8,107.0
2445296,1982,11,20,194.0,108.0
2445297,1982,11,21,206.1,121.0
2445298,1982,11,22,237.1,124.0
2445299,1982,11,23,201.3,132.0
2445300,1982,11,24,177.6,125.0
2445301,1982,11,25,169.3,123.0
2445302,1982,11,26,173.5,120.0
2445303,1982,11,27,163.1,118.0
2445304,1982,11,28,164.9,114.0
2445305,1982,11,29,166.0,111.0
2445306,1982,11,30,169.6,112.0
2445307,1982,12,1,172.7,110.0
2445308,1982,12,2,171.2,114.0
2445309,1982,12,3,187.1,118.0
2445310,1982,12,4,200.4,122.0
2445311,1982,12,5,201.9,121.0
2445312,1982,12,6,216.9,123.0
2445313,1982,12,7,251.9,131.0
2445314,1982,12,8,249.3,138.0
2445315,1982,12,9,266.8,141.0
2445316,1982,12,10,282.3,144.0
2445317,1982,12,11,267.7,147.0
2445318,1982,12,12,259.3,142.0
2445319,1982,12,13,246.8,151.0
2445320,1982,12,14,243.4,147.0
2445321,1982,12,15,229.3,141.0
2445322,1982,12,16,220.3,142.0
2445323,1982,12,17,207.2,130.0
2445324,1982,12,18,192.8,129.0
2445325,1982,12,19,182.8,124.0
2445326,1982,12,20,164.6,117.0
2445327,1982,12,21,154.5,110.0
2445328,1982,12,22,155.3,107.0
2445329,1982,12,23,162.4,112.0
2445330,1982,12,24,172.6,107.0
2445331,1982,12,25,176.5,111.0
2445332,1982,12,26,174.6,111.0
2445333,1982,12,27,172.0,112.0
2445334,1982,12,28,162.5,106.0
2445335,1982,12,29,152.4,104.0
2445336,1982,12,30,147.5,102.0
2445337,1982,12,31,139.1,101.0
2445338,1983,1,1,136.0,99.0
2445339,1983,1,2,136.0,98.0
2445340,1983,1,3,141.0,99.0
2445341,1983,1,4,143.1,100.0
2445342,1983,1,5,160.0,102.0
2445343,1983,1,6,167.3,111.0
2445344,1983,1,7,169.0,113.0
2445345,1983,1,8,161.3,116.0
2445346,1983,1,9,155.2,115.0
2445347,1983,1,10,149.2,110.0
2445348,1983,1,11,144.1,111.0
2445349,1983,1,12,140.4,107.0
2445350,1983,1,13,139.8,106.0
2445351,1983,1,14,141.9,102.0
2445352,1983,1,15,145.8,101.0
2445353,1983,1,16,145.0,97.0
2445354,1983,1,17,142.7,97.0
2445355,1983,1,18,139.4,96.0
2445356,1983,1,19,131.7,96.0
2445357,1983,1,20,124.5,91.0
2445358,1983,1,21,120.0,90.0
2445359,1983,1,22,117.3,86.0
2445360,1983,1,23,119.2,87.0
2445361,1983,1,24,117.8,85.0
2445362,1983,1,25,126.7,85.0
2445363,1983,1,26,136.9,91.0
2445364,1983,1,27,137.9,92.0
2445365,1983,1,28,145.1,95.0
2445366,1983,1,29,153.6,98.0
2445367,1983,1,30,159.6,103.0
2445367,1983,2,1,167.6,105.0
2445368,1983,1,31,166.9,104.0
2445368,1983,2,2,161.2,106.0
2445369,1983,2,3,149.9,104.0
2445370,1983,2,4,161.5,106.0
2445371,1983,2,5,158.8,106.0
2445372,1983,2,6,156.7,103.0
2445373,1983,2,7,146.3,103.0
2445374,1983,2,8,137.1,97.0
2445375,1983,2,9,125.3,96.0
2445376,1983,2,10,116.5,84.0
2445377,1983,2,11,109.8,79.0
2445378,1983,2,12,102.5,77.0
2445379,1983,2,13,98.0,75.0
2445380,1983,2,14,94.1,72.0
2445381,1983,2,15,90.8,70.0
2445382,1983,2,16,92.0,69.0
2445383,1983,2,17,94.2,69.0
2445384,1983,2,18,99.6,72.0
2445385,1983,2,19,96.8,72.0
2445386,1983,2,20,99.6,73.0
2445387,1983,2,21,103.9,75.0
2445388,1983,2,22,108.6,75.0
2445389,1983,2,23,114.5,78.0
2445390,1983,2,24,116.8,78.0
2445391,1983,2,25,122.8,84.0
2445392,1983,2,26,128.8,89.0
2445393,1983,2,27,141.1,93.0
2445394,1983,2,28,140.3,97.0
2445397,1983,3,1,148.1,101.0
2445398,1983,3,2,141.2,96.0
2445399,1983,3,3,143.5,94.0
2445400,1983,3,4,146.1,94.0
2445401,1983,3,5,149.0,95.0
2445402,1983,3,6,141.5,90.0
2445403,1983,3,7,134.3,88.0
2445404,1983,3,8,130.0,86.0
2445405,1983,3,9,123.7,83.0
2445406,1983,3,10,116.7,80.0
2445407,1983,3,11,104.3,76.0
2445408,1983,3,12,100.8,75.0
2445409,1983,3,13,97.0,70.0
2445410,1983,3,14,97.0,67.0
2445411,1983,3,15,101.7,68.0
2445412,1983,3,16,108.9,68.0
2445413,1983,3,17,115.6,72.0
2445414,1983,3,18,118.8,76.0
2445415,1983,3,19,119.3,75.0
2445416,1983,3,20,121.7,78.0
2445417,1983,3,21,119.7,81.0
2445418,1983,3,22,118.0,81.0
2445419,1983,3,23,116.9,80.0
2445420,1983,3,24,117.8,78.0
2445421,1983,3,25,114.8,78.0
2445422,1983,3,26,115.2,80.0
2445423,1983,3,27,110.0,82.0
2445424,1983,3,28,105.2,80.0
2445425,1983,3,29,99.2,77.0
2445426,1983,3,30,100.9,77.0
2445427,1983,3,31,98.8,75.0
2445428,1983,4,1,100.8,73.0
2445429,1983,4,2,101.2,73.0
2445430,1983,4,3,101.4,73.0
2445431,1983,4,4,100.7,72.0
2445432,1983,4,5,98.5,67.0
2445433,1983,4,6,99.3,65.0
2445434,1983,4,7,101.9,65.0
2445435,1983,4,8,103.8,65.0
2445436,1983,4,9,105.7,67.0
2445437,1983,4,10,102.8,68.0
2445438,1983,4,11,103.9,69.0
2445439,1983,4,12,107.1,69.0
2445440,1983,4,13,108.4,71.0
2445441,1983,4,14,111.0,74.0
2445442,1983,4,15,102.8,75.0
2445443,1983,4,16,104.3,73.0
2445444,1983,4,17,112.5,74.0
2445445,1983,4,18,119.6,82.0
2445446,1983,4,19,123.8,81.0
2445447,1983,4,20,126.1,81.0
2445448,1983,4,21,131.9,86.0
2445449,1983,4,22,138.1,87.0
2445450,1983,4,23,138.8,89.0
2445451,1983,4,24,140.9,88.0
2445452,1983,4,25,143.7,89.0
2445453,1983,4,26,144.8,90.0
2445454,1983,4,27,147.5,93.0
2445455,1983,4,28,154.2,98.0
2445456,1983,4,29,146.2,94.0
2445457,1983,4,30,144.9,92.0
2445458,1983,5,1,139.7,91.0
2445459,1983,5,2,143.0,94.0
2445460,1983,5,3,137.0,88.0
2445461,1983,5,4,130.6,83.0
2445462,1983,5,5,128.5,81.0
2445463,1983,5,6,123.5,89.0
2445464,1983,5,7,115.2,81.0
2445465,1983,5,8,124.5,83.0
2445466,1983,5,9,129.6,81.0
2445467,1983,5,10,140.6,84.0
2445468,1983,5,11,156.0,88.0
2445469,1983,5,12,157.0,90.0
2445470,1983,5,13,151.1,87.0
2445471,1983,5,14,150.1,88.0
2445472,1983,5,15,142.4,86.0
2445473,1983,5,16,130.9,85.0
2445474,1983,5,17,128.6,80.0
2445475,1983,5,18,134.3,86.0
2445476,1983,5,19,143.3,86.0
2445477,1983,5,20,148.1,88.0
2445478,1983,5,21,146.1,101.0
2445479,1983,5,22,148.2,94.0
2445480,1983,5,23,140.0,96.0
2445481,1983,5,24,136.8,96.0
2445482,1983,5,25,135.2,96.0
2445483,1983,5,26,128.8,94.0
2445484,1983,5,27,127.0,89.0
2445485,1983,5,28,129.5,90.0
2445486,1983,5,29,135.2,88.0
2445487,1983,5,30,131.6,86.0
2445488,1983,5,31,134.1,86.0
2445489,1983,6,1,127.5,83.0
2445490,1983,6,2,135.0,86.0
2445491,1983,6,3,135.2,84.0
2445492,1983,6,4,144.8,84.0
2445493,1983,6,5,162.9,90.0
2445494,1983,6,6,185.7,97.0
2445495,1983,6,7,174.1,98.0
2445496,1983,6,8,168.4,98.0
2445497,1983,6,9,154.6,94.0
2445498,1983,6,10,145.9,94.0
2445499,1983,6,11,134.9,89.0
2445500,1983,6,12,130.3,86.0
2445501,1983,6,13,124.3,85.0
2445502,1983,6,14,122.4,83.0
2445503,1983,6,15,124.6,84.0
2445504,1983,6,16,124.7,84.0
2445505,1983,6,17,126.5,84.0
2445506,1983,6,18,126.3,83.0
2445507,1983,6,19,129.5,86.0
2445508,1983,6,20,132.4,89.0
2445509,1983,6,21,139.3,92.0
2445510,1983,6,22,144.0,91.0
2445511,1983,6,23,144.9,94.0
2445512,1983,6,24,137.0,94.0
2445513,1983,6,25,136.7,92.0
2445514,1983,6,26,139.3,92.0
2445515,1983,6,27,132.6,91.0
2445516,1983,6,28,125.1,83.0
2445517,1983,6,29,124.6,83.0
2445518,1983,6,30,122.6,81.0
2445519,1983,7,1,120.0,81.0
2445520,1983,7,2,121.2,81.0
2445521,1983,7,3,127.1,81.0
2445522,1983,7,4,132.6,83.0
2445523,1983,7,5,127.7,84.0
2445524,1983,7,6,128.0,83.0
2445525,1983,7,7,128.3,82.0
2445526,1983,7,8,123.6,80.0
2445527,1983,7,9,119.0,79.0
2445528,1983,7,10,119.0,77.0
2445529,1983,7,11,121.5,76.0
2445530,1983,7,12,120.6,78.0
2445531,1983,7,13,119.4,77.0
2445532,1983,7,14,120.3,76.0
2445533,1983,7,15,120.5,79.0
2445534,1983,7,16,117.3,82.0
2445535,1983,7,17,116.1,81.0
2445536,1983,7,18,112.6,80.0
2445537,1983,7,19,115.6,84.0
2445538,1983,7,20,121.1,84.0
2445539,1983,7,21,124.0,85.0
2445540,1983,7,22,134.5,87.0
2445541,1983,7,23,128.7,86.0
2445542,1983,7,24,132.0,85.0
2445543,1983,7,25,132.4,87.0
2445544,1983,7,26,124.9,82.0
2445545,1983,7,27,119.3,82.0
2445546,1983,7,28,123.2,80.0
2445547,1983,7,29,134.3,80.0
2445548,1983,7,30,139.9,80.0
2445549,1983,7,31,148.5,85.0
2445550,1983,8,1,146.6,89.0
2445551,1983,8,2,141.1,86.0
2445552,1983,8,3,135.3,87.0
2445553,1983,8,4,132.6,85.0
2445554,1983,8,5,132.6,86.0
2445555,1983,8,6,138.0,84.0
2445556,1983,8,7,137.9,85.0
2445557,1983,8,8,137.1,85.0
2445558,1983,8,9,139.0,83.0
2445559,1983,8,10,147.5,79.0
2445560,1983,8,11,147.2,81.0
2445561,1983,8,12,152.6,87.0
2445562,1983,8,13,143.4,92.0
2445563,1983,8,14,137.9,92.0
2445564,1983,8,15,132.3,93.0
2445565,1983,8,16,128.8,93.0
2445566,1983,8,17,123.7,92.0
2445567,1983,8,18,119.2,93.0
2445568,1983,8,19,114.9,91.0
2445569,1983,8,20,115.9,85.0
2445570,1983,8,21,111.6,83.0
2445571,1983,8,22,108.3,78.0
2445572,1983,8,23,108.3,76.0
2445573,1983,8,24,106.3,77.0
2445574,1983,8,25,102.0,74.0
2445575,1983,8,26,103.6,77.0
2445576,1983,8,27,101.6,77.0
2445577,1983,8,28,100.7,76.0
2445578,1983,8,29,103.6,76.0
2445579,1983,8,30,102.0,78.0
2445580,1983,8,31,102.3,77.0
2445581,1983,9,1,108.5,75.0
2445582,1983,9,2,108.9,76.0
2445583,1983,9,3,104.6,76.0
2445584,1983,9,4,108.7,77.0
2445585,1983,9,5,115.7,80.0
2445586,1983,9,6,118.8,80.0
2445587,1983,9,7,116.8,79.0
2445588,1983,9,8,116.8,82.0
2445589,1983,9,9,113.7,83.0
2445590,1983,9,10,108.2,83.0
2445591,1983,9,11,109.0,82.0
2445592,1983,9,12,103.6,83.0
2445593,1983,9,13,103.1,79.0
2445594,1983,9,14,104.1,77.0
2445595,1983,9,15,105.1,75.0
2445596,1983,9,16,105.2,75.0
2445597,1983,9,17,104.1,72.0
2445598,1983,9,18,101.5,69.0
2445599,1983,9,19,100.3,69.0
2445600,1983,9,20,99.6,68.0
2445601,1983,9,21,102.2,68.0
2445602,1983,9,22,105.2,70.0
2445603,1983,9,23,111.9,70.0
2445604,1983,9,24,111.1,72.0
2445605,1983,9,25,109.9,73.0
2445606,1983,9,26,114.0,74.0
2445607,1983,9,27,119.3,76.0
2445608,1983,9,28,114.4,77.0
2445609,1983,9,29,114.2,78.0
2445610,1983,9,30,112.7,79.0
2445611,1983,10,1,117.3,77.0
2445612,1983,10,2,120.2,76.0
2445613,1983,10,3,123.0,75.0
2445614,1983,10,4,125.1,79.0
2445615,1983,10,5,126.7,79.0
2445616,1983,10,6,132.8,82.0
2445617,1983,10,7,134.1,88.0
2445618,1983,10,8,131.4,86.0
2445619,1983,10,9,130.8,87.0
2445620,1983,10,10,134.1,90.0
2445621,1983,10,11,138.9,89.0
2445622,1983,10,12,134.3,88.0
2445623,1983,10,13,134.2,86.0
2445624,1983,10,14,132.3,83.0
2445625,1983,10,15,127.8,85.0
2445626,1983,10,16,118.0,79.0
2445627,1983,10,17,111.7,76.0
2445628,1983,10,18,104.4,71.0
2445629,1983,10,19,106.1,70.0
2445630,1983,10,20,100.0,71.0
2445631,1983,10,21,90.2,69.0
2445632,1983,10,22,88.1,66.0
2445633,1983,10,23,88.8,67.0
2445634,1983,10,24,89.6,67.0
2445635,1983,10,25,90.3,67.0
2445636,1983,10,26,90.2,67.0
2445637,1983,10,27,90.1,68.0
2445638,1983,10,28,91.7,67.0
2445639,1983,10,29,92.0,66.0
2445640,1983,10,30,94.0,67.0
2445641,1983,10,31,97.7,68.0
2445642,1983,11,1,99.9,75.0
2445643,1983,11,2,99.2,71.0
2445644,1983,11,3,98.6,73.0
2445645,1983,11,4,104.9,74.0
2445646,1983,11,5,107.0,76.0
2445647,1983,11,6,106.7,75.0
2445648,1983,11,7,110.6,78.0
2445649,1983,11,8,105.5,80.0
2445650,1983,11,9,101.2,78.0
2445651,1983,11,10,102.9,77.0
2445652,1983,11,11,98.8,74.0
2445653,1983,11,12,91.5,69.0
2445654,1983,11,13,93.9,66.0
2445655,1983,11,14,93.1,65.0
2445656,1983,11,15,93.0,66.0
2445657,1983,11,16,92.7,65.0
2445658,1983,11,17,87.7,63.0
2445659,1983,11,18,86.5,61.0
2445660,1983,11,19,84.3,59.0
2445661,1983,11,20,82.3,58.0
2445662,1983,11,21,81.3,58.0
2445663,1983,11,22,82.2,58.0
2445664,1983,11,23,80.3,58.0
2445665,1983,11,24,80.9,58.0
2445666,1983,11,25,81.4,58.0
2445667,1983,11,26,82.6,58.0
2445668,1983,11,27,86.8,59.0
2445669,1983,11,28,89.1,62.0
2445670,1983,11,29,92.0,67.0
2445671,1983,11,30,92.6,67.0
2445672,1983,12,1,93.2,67.0
2445673,1983,12,2,91.5,67.0
2445674,1983,12,3,91.2,67.0
2445675,1983,12,4,94.7,69.0
2445676,1983,12,5,94.8,69.0
2445677,1983,12,6,100.1,69.0
2445678,1983,12,7,101.7,75.0
2445679,1983,12,8,101.4,73.0
2445680,1983,12,9,111.7,73.0
2445681,1983,12,10,111.5,73.0
2445682,1983,12,11,105.0,73.0
2445683,1983,12,12,104.4,72.0
2445684,1983,12,13,104.1,73.0
2445685,1983,12,14,99.7,71.0
2445686,1983,12,15,95.3,69.0
2445687,1983,12,16,96.6,67.0
2445688,1983,12,17,95.1,67.0
2445689,1983,12,18,93.1,66.0
2445690,1983,12,19,89.1,66.0
2445691,1983,12,20,86.5,63.0
2445692,1983,12,21,85.1,61.0
2445693,1983,12,22,85.8,60.0
2445694,1983,12,23,85.9,60.0
2445695,1983,12,24,86.0,60.0
2445696,1983,12,25,85.3,59.0
2445697,1983,12,26,85.8,61.0
2445698,1983,12,27,86.4,59.0
2445699,1983,12,28,83.5,62.0
2445700,1983,12,29,83.9,64.0
2445701,1983,12,30,84.2,61.0
2445702,1983,12,31,86.7,62.0
2445703,1984,1,1,87.2,63.0
2445704,1984,1,2,90.5,63.0
2445705,1984,1,3,92.6,65.0
2445706,1984,1,4,94.2,65.0
2445707,1984,1,5,91.3,65.0
2445708,1984,1,6,88.6,64.0
2445709,1984,1,7,89.5,65.0
2445710,1984,1,8,95.5,65.0
2445711,1984,1,9,97.7,67.0
2445712,1984,1,10,98.5,67.0
2445713,1984,1,11,100.2,66.0
2445714,1984,1,12,104.6,68.0
2445715,1984,1,13,105.6,69.0
2445716,1984,1,14,102.6,67.0
2445717,1984,1,15,101.2,67.0
2445718,1984,1,16,99.9,67.0
2445719,1984,1,17,98.4,66.0
2445720,1984,1,18,98.2,66.0
2445721,1984,1,19,96.5,63.0
2445722,1984,1,20,105.6,63.0
2445723,1984,1,21,106.8,68.0
2445724,1984,1,22,114.2,65.0
2445725,1984,1,23,117.0,66.0
2445726,1984,1,24,130.5,72.0
2445727,1984,1,25,151.6,74.0
2445728,1984,1,26,170.1,84.0
2445729,1984,1,27,177.8,88.0
2445730,1984,1,28,174.3,90.0
2445731,1984,1,29,180.1,91.0
2445732,1984,1,30,166.5,92.0
2445732,1984,2,1,159.3,87.0
2445733,1984,1,31,174.5,85.0
2445733,1984,2,2,146.3,89.0
2445734,1984,2,3,135.3,79.0
2445735,1984,2,4,129.7,78.0
2445736,1984,2,5,117.5,74.0
2445737,1984,2,6,115.0,76.0
2445738,1984,2,7,116.9,76.0
2445739,1984,2,8,130.8,84.0
2445740,1984,2,9,143.8,80.0
2445741,1984,2,10,140.5,84.0
2445742,1984,2,11,144.9,86.0
2445743,1984,2,12,139.4,84.0
2445744,1984,2,13,131.8,79.0
2445745,1984,2,14,123.4,77.0
2445746,1984,2,15,116.3,76.0
2445747,1984,2,16,117.4,76.0
2445748,1984,2,17,119.4,74.0
2445749,1984,2,18,125.2,78.0
2445750,1984,2,19,131.5,75.0
2445751,1984,2,20,137.8,75.0
2445752,1984,2,21,147.1,80.0
2445753,1984,2,22,161.6,91.0
2445754,1984,2,23,169.8,93.0
2445755,1984,2,24,176.6,100.0
2445756,1984,2,25,173.0,97.0
2445757,1984,2,26,167.6,96.0
2445758,1984,2,27,157.4,93.0
2445759,1984,2,28,151.7,90.0
2445760,1984,2,29,150.9,89.0
2445762,1984,3,1,146.3,86.0
2445763,1984,3,2,140.7,88.0
2445764,1984,3,3,124.6,87.0
2445765,1984,3,4,116.3,81.0
2445766,1984,3,5,111.1,78.0
2445767,1984,3,6,111.2,76.0
2445768,1984,3,7,106.6,77.0
2445769,1984,3,8,105.3,77.0
2445770,1984,3,9,103.8,75.0
2445771,1984,3,10,100.2,74.0
2445772,1984,3,11,99.9,71.0
2445773,1984,3,12,103.6,72.0
2445774,1984,3,13,116.1,72.0
2445775,1984,3,14,122.5,73.0
2445776,1984,3,15,135.8,81.0
2445777,1984,3,16,125.3,80.0
2445778,1984,3,17,130.3,81.0
2445779,1984,3,18,126.9,84.0
2445780,1984,3,19,127.6,85.0
2445781,1984,3,20,127.3,87.0
2445782,1984,3,21,123.3,89.0
2445783,1984,3,22,123.5,94.0
2445784,1984,3,23,115.8,90.0
2445785,1984,3,24,113.6,86.0
2445786,1984,3,25,112.2,82.0
2445787,1984,3,26,120.7,85.0
2445788,1984,3,27,129.6,83.0
2445789,1984,3,28,136.3,83.0
2445790,1984,3,29,138.5,81.0
2445791,1984,3,30,144.1,82.0
2445792,1984,3,31,143.9,82.0
2445793,1984,4,1,135.8,81.0
2445794,1984,4,2,134.6,80.0
2445795,1984,4,3,128.8,81.0
2445796,1984,4,4,129.4,81.0
2445797,1984,4,5,118.5,79.0
2445798,1984,4,6,111.9,76.0
2445799,1984,4,7,107.5,74.0
2445800,1984,4,8,100.4,71.0
2445801,1984,4,9,94.5,68.0
2445802,1984,4,10,93.5,66.0
2445803,1984,4,11,96.8,65.0
2445804,1984,4,12,106.6,67.0
2445805,1984,4,13,113.0,67.0
2445806,1984,4,14,118.0,68.0
2445807,1984,4,15,118.8,72.0
2445808,1984,4,16,116.3,72.0
2445809,1984,4,17,121.9,73.0
2445810,1984,4,18,118.8,73.0
2445811,1984,4,19,111.4,74.0
2445812,1984,4,20,122.8,75.0
2445813,1984,4,21,126.3,79.0
2445814,1984,4,22,129.3,84.0
2445815,1984,4,23,135.0,82.0
2445816,1984,4,24,141.1,80.0
2445817,1984,4,25,150.4,83.0
2445818,1984,4,26,171.7,83.0
2445819,1984,4,27,181.2,87.0
2445820,1984,4,28,180.0,84.0
2445821,1984,4,29,175.5,84.0
2445822,1984,4,30,168.2,80.0
2445823,1984,5,1,151.2,80.0
2445824,1984,5,2,137.0,75.0
2445825,1984,5,3,121.0,75.0
2445826,1984,5,4,111.5,68.0
2445827,1984,5,5,112.8,68.0
2445828,1984,5,6,106.1,66.0
2445829,1984,5,7,116.1,67.0
2445830,1984,5,8,119.5,68.0
2445831,1984,5,9,135.6,69.0
2445832,1984,5,10,147.8,76.0
2445833,1984,5,11,144.8,75.0
2445834,1984,5,12,145.1,73.0
2445835,1984,5,13,148.1,75.0
2445836,1984,5,14,143.7,77.0
2445837,1984,5,15,136.5,79.0
2445838,1984,5,16,134.2,77.0
2445839,1984,5,17,127.1,75.0
2445840,1984,5,18,128.8,78.0
2445841,1984,5,19,134.3,77.0
2445842,1984,5,20,134.6,84.0
2445843,1984,5,21,141.7,84.0
2445844,1984,5,22,126.8,86.0
2445845,1984,5,23,126.7,80.0
2445846,1984,5,24,123.6,77.0
2445847,1984,5,25,122.4,76.0
2445848,1984,5,26,117.8,78.0
2445849,1984,5,27,117.0,78.0
2445850,1984,5,28,115.3,77.0
2445851,1984,5,29,117.7,75.0
2445852,1984,5,30,116.4,74.0
2445853,1984,5,31,112.6,74.0
2445854,1984,6,1,112.8,74.0
2445855,1984,6,2,108.1,72.0
2445856,1984,6,3,106.4,72.0
2445857,1984,6,4,103.7,72.0
2445858,1984,6,5,101.5,73.0
2445859,1984,6,6,95.9,72.0
2445860,1984,6,7,94.4,70.0
2445861,1984,6,8,91.7,69.0
2445862,1984,6,9,90.7,68.0
2445863,1984,6,10,89.5,67.0
2445864,1984,6,11,90.3,67.0
2445865,1984,6,12,90.1,65.0
2445866,1984,6,13,95.5,67.0
2445867,1984,6,14,106.7,68.0
2445868,1984,6,15,112.8,70.0
2445869,1984,6,16,106.8,73.0
2445870,1984,6,17,106.0,71.0
2445871,1984,6,18,105.4,73.0
2445872,1984,6,19,104.3,72.0
2445873,1984,6,20,103.1,69.0
2445874,1984,6,21,100.0,69.0
2445875,1984,6,22,101.2,67.0
2445876,1984,6,23,101.8,67.0
2445877,1984,6,24,100.2,66.0
2445878,1984,6,25,101.1,66.0
2445879,1984,6,26,96.8,67.0
2445880,1984,6,27,98.1,64.0
2445881,1984,6,28,96.2,65.0
2445882,1984,6,29,97.0,64.0
2445883,1984,6,30,97.7,65.0
2445884,1984,7,1,98.3,65.0
2445885,1984,7,2,100.1,66.0
2445886,1984,7,3,101.3,69.0
2445887,1984,7,4,102.2,71.0
2445888,1984,7,5,100.9,70.0
2445889,1984,7,6,97.0,70.0
2445890,1984,7,7,96.8,68.0
2445891,1984,7,8,97.7,68.0
2445892,1984,7,9,101.0,68.0
2445893,1984,7,10,97.9,69.0
2445894,1984,7,11,93.6,68.0
2445895,1984,7,12,91.6,67.0
2445896,1984,7,13,89.5,65.0
2445897,1984,7,14,89.2,63.0
2445898,1984,7,15,89.2,63.0
2445899,1984,7,16,87.2,62.0
2445900,1984,7,17,84.5,62.0
2445901,1984,7,18,82.7,59.0
2445902,1984,7,19,82.0,59.0
2445903,1984,7,20,82.1,59.0
2445904,1984,7,21,83.9,59.0
2445905,1984,7,22,83.5,58.0
2445906,1984,7,23,84.5,58.0
2445907,1984,7,24,84.1,58.0
2445908,1984,7,25,83.2,57.0
2445909,1984,7,26,80.8,55.0
2445910,1984,7,27,80.4,54.0
2445911,1984,7,28,80.0,55.0
2445912,1984,7,29,79.8,57.0
2445913,1984,7,30,79.7,56.0
2445914,1984,7,31,80.5,57.0
2445915,1984,8,1,81.5,57.0
2445916,1984,8,2,83.8,59.0
2445917,1984,8,3,85.8,61.0
2445918,1984,8,4,83.2,60.0
2445919,1984,8,5,83.2,61.0
2445920,1984,8,6,87.3,61.0
2445921,1984,8,7,89.8,62.0
2445922,1984,8,8,91.4,64.0
2445923,1984,8,9,91.8,63.0
2445924,1984,8,10,92.8,62.0
2445925,1984,8,11,88.4,62.0
2445926,1984,8,12,85.7,61.0
2445927,1984,8,13,84.2,61.0
2445928,1984,8,14,81.8,60.0
2445929,1984,8,15,80.5,58.0
2445930,1984,8,16,81.0,57.0
2445931,1984,8,17,79.0,56.0
2445932,1984,8,18,77.2,52.0
2445933,1984,8,19,74.4,52.0
2445934,1984,8,20,73.8,51.0
2445935,1984,8,21,75.4,50.0
2445936,1984,8,22,74.0,51.0
2445937,1984,8,23,74.3,50.0
2445938,1984,8,24,79.8,51.0
2445939,1984,8,25,81.2,52.0
2445940,1984,8,26,85.9,54.0
2445941,1984,8,27,88.5,57.0
2445942,1984,8,28,86.8,56.0
2445943,1984,8,29,88.5,56.0
2445944,1984,8,30,90.0,58.0
2445945,1984,8,31,91.4,58.0
2445946,1984,9,1,92.4,58.0
2445947,1984,9,2,91.5,60.0
2445948,1984,9,3,92.9,61.0
2445949,1984,9,4,90.4,62.0
2445950,1984,9,5,88.3,61.0
2445951,1984,9,6,84.5,59.0
2445952,1984,9,7,83.9,59.0
2445953,1984,9,8,82.2,58.0
2445954,1984,9,9,79.5,57.0
2445955,1984,9,10,78.0,56.0
2445956,1984,9,11,76.8,54.0
2445957,1984,9,12,75.5,53.0
2445958,1984,9,13,74.1,51.0
2445959,1984,9,14,73.6,50.0
2445960,1984,9,15,72.5,49.0
2445961,1984,9,16,72.6,49.0
2445962,1984,9,17,73.9,50.0
2445963,1984,9,18,73.1,49.0
2445964,1984,9,19,74.0,49.0
2445965,1984,9,20,73.5,49.0
2445966,1984,9,21,74.5,50.0
2445967,1984,9,22,75.4,53.0
2445968,1984,9,23,75.6,52.0
2445969,1984,9,24,75.8,52.0
2445970,1984,9,25,74.2,53.0
2445971,1984,9,26,74.0,53.0
2445972,1984,9,27,73.2,53.0
2445973,1984,9,28,72.8,52.0
2445974,1984,9,29,71.5,52.0
2445975,1984,9,30,72.2,52.0
2445976,1984,10,1,71.9,51.0
2445977,1984,10,2,74.7,53.0
2445978,1984,10,3,75.2,53.0
2445979,1984,10,4,75.2,53.0
2445980,1984,10,5,74.0,52.0
2445981,1984,10,6,73.3,52.0
2445982,1984,10,7,73.6,52.0
2445983,1984,10,8,74.8,51.0
2445984,1984,10,9,73.7,52.0
2445985,1984,10,10,74.4,51.0
2445986,1984,10,11,74.6,50.0
2445987,1984,10,12,74.2,50.0
2445988,1984,10,13,75.1,51.0
2445989,1984,10,14,73.6,49.0
2445990,1984,10,15,76.9,49.0
2445991,1984,10,16,77.1,48.0
2445992,1984,10,17,76.8,49.0
2445993,1984,10,18,77.1,51.0
2445994,1984,10,19,74.8,53.0
2445995,1984,10,20,74.2,50.0
2445996,1984,10,21,73.9,51.0
2445997,1984,10,22,75.3,51.0
2445998,1984,10,23,73.5,51.0
2445999,1984,10,24,71.6,50.0
2446000,1984,10,25,71.0,49.0
2446001,1984,10,26,70.3,48.0
2446002,1984,10,27,69.5,47.0
2446003,1984,10,28,70.3,47.0
2446004,1984,10,29,69.2,47.0
2446005,1984,10,30,69.8,46.0
2446006,1984,10,31,70.9,47.0
2446007,1984,11,1,70.6,46.0
2446008,1984,11,2,71.3,47.0
2446009,1984,11,3,73.2,47.0
2446010,1984,11,4,73.5,48.0
2446011,1984,11,5,73.0,49.0
2446012,1984,11,6,72.3,49.0
